user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
danamark,10,"Like it for the same reasons the hardcore Euro people don't, just Euro enough without the excessive, place these guys, get something, trade in, to build something else bigger, trade that in, for bigger, repeat and lacking the overload of options found in many Euros. OK they did a D&D theme so what? Had to have some theme, excellent game, theme works. And yes it is not a true D&D as you know it, I guess that theme was hijacked and it can't be used in another type of game without upsetting the Fanboys. It does need something other then cubes for people, 25 x 4 colored meeples or disc with character embroiled would have been the icing on the cake. Guess they wanted to keep down cost. Only minus, very, very slightly cutthroat, somewhat like Mission Red Planet, less than Ticket to Ride. Shouldn't stop you from buying it.  Purchased Danny's aka Relax wooden meeple replacements.  http://boardgamegeek.com/image/1379043/lords-of-waterdeep  After playing this game more have to say it is well worth buying, very enjoyable. My only complaint with it is where they places the four upright quest cards on the board. If they do a reprint I hope they move this to the center of the board. The player at the opposite end of the board can have a hard time seeing the four quest cards laid out, other than that a prefect game.",110327,,0.9705,positive,65,31,3
hardstor,10,nan,110327,,0,neutral,65,31,3
mechler,10,nan,110327,,0,neutral,65,31,3
themichelle,10,nan,110327,,0,neutral,65,31,3
Christiangamegeek,10,Rated a 10 because of the Skullport expansion.,110327,,0,neutral,65,31,3
clarkkent22,10,nan,174430,,0,neutral,69,25,3
Garroc,10,Kickstarter,174430,,0,neutral,69,25,3
Neva Kee,10,nan,174430,,0,neutral,69,25,3
Chris Coyote,10,"Awesome. By far the best dungeon crawler I have played yet, with an ingenious legacy system on top. Highly recommended.",174430,,0.9273,positive,69,25,3
Beaushek,10,"If you know and want what you're getting, you'll be thrilled.  The game is big, stressful, and interesting.  The value is, of course, huge.  I see two issues with the game.  The rulebook is very big and you'll need your own storage solution.  Normally, I'll dock part of a point because of issues like that, but this might be my favorite game of all time.  I'm not docking points for needing to use a Plano box, when this game has occupied all of my thoughts.  It's excellent.",174430,,0.9393,positive,69,25,3
ravenpolar,10,nan,174430,,0,neutral,69,25,3
brenmcgovern,10,nan,174430,,0,neutral,69,25,3
grovermerc,10,nan,174430,,0,neutral,69,25,3
Ronnyknox,10,nan,174430,,0,neutral,69,25,3
webs05,10,nan,174430,,0,neutral,69,25,3
Iguloy,10,"Kickstarted. Standee version. Owned expansion : Forgotten circles  WOW. I can't emphasize enough how amazing this game is. Best game of 2017 for me, hands down. This is like a dream come true, I couldn't have asked for better. If you like Legacy games and dungeon crawls... please make yourself a gift and get this. You cannot not play this!  #1 BEST Dungeon crawl #1 BEST Legacy game #1 BEST Cooperative game  Also one of my SO's favorite games.  Update after 25 plays : I have now played 25 games of Gloomhaven on normal mode (23W-2L) in 3 weeks and I still can't wait to play some more. I haven't played a single other board game since I joined this amazing world. I prefer it with 2 or 3 players. With 4 it's a bit too long (I've played 1 game, but the scenario was pretty long also) but I'd need to try it again just to be sure.  Update after ending the main story: We have now returned to playing other games as there is less addiction to unlock stuff and since we ""finished"" the game. But boy this was the only thing we could get ourselves to play in 2-3 months. We played over 80 hours I'm pretty sure and we were playing mostly 2-player. This game has a lot to unravel. But for some reason when the campaign was finished we completely stopped. I must say the last two characters we unlocked and played were support characters and the combination in a 2-player game was less interesting.",174430,,0.9959,positive,69,25,3
Slyght,10,nan,174430,,0,neutral,69,25,3
Leonce,10,nan,174430,,0,neutral,69,25,3
rlphay,10,After play testing this game early in the development I can say that it has come a long way and well worth getting. There is high replay value in this game and endless adventures that make it worth every penny spent. And the unique gameplay is unlike anything out there so you will not be playing the different version of some other game.,174430,,0.8593,positive,69,25,3
testicleez,10,nan,174430,,0,neutral,69,25,3
crwills,10,Kickstarted,174430,,0,neutral,69,25,3
WeeGee,10,Very fun game but I found it too difficult with two characters. Don't have the table space to do 3 characters. ,174430,,-0.2391,negative,69,25,3
Azil3,10,nan,174430,,0,neutral,69,25,3
KimchiTurtle,10,nan,174430,,0,neutral,69,25,3
robbin 1,10,nan,174430,,0,neutral,69,25,3
mcscowl,10,"One of my absolute favorite games. Not saying this as the graphic designer, but as a gamer.",174430,,0.25,positive,69,25,3
kittenhoarder,10,nan,174430,,0,neutral,69,25,3
Kitarja,10,nan,174430,,0,neutral,69,25,3
Shampoo4you,10,nan,174430,,0,neutral,69,25,3
Blood Demon,10,nan,174430,,0,neutral,69,25,3
stevelabny,10,nan,174430,,0,neutral,69,25,3
vardamir,10,"Damn, I love this game (So much). Coop wasn't my cup of tea, but this one is an exception. I love how players plan their turns, initiative orders, hand management, character progressions, enemy AI, the campaign and story line, the theme and illustrations, various characters with different play styles, retirement and deck building element in the game. Definitely beats Eclipse from the throne.",174430,,0.9294,positive,69,25,3
Zottelmonster,10,nan,174430,,0,neutral,69,25,3
EdmundBlackadder,10,nan,174430,,0,neutral,69,25,3
gimmster,10,nan,174430,,0,neutral,69,25,3
Clinton,10,nan,174430,,0,neutral,69,25,3
nancynm,10,"Wow, amazing game!  The combat system is the best I have seen yet in a game of this type!",174430,,0.8997,positive,69,25,3
mergryphon,10,nan,174430,,0,neutral,69,25,3
darcypennell,10,nan,174430,,0,neutral,69,25,3
snorman,10,nan,174430,,0,neutral,69,25,3
Quotho,10,nan,174430,,0,neutral,69,25,3
relentless24,10,w/ Forgotten Circles,174430,,-0.2263,negative,69,25,3
Kha Od Dro,10,nan,174430,,0,neutral,69,25,3
davidcoleman,10,Gift,174430,,0.4404,positive,69,25,3
valpop,10,nan,174430,,0,neutral,69,25,3
camidon,10,"Fantastic card-based dungeon-crawl campaign game. Isaac Childres has crafted what so many gamers have been looking for: a true fantasy campaign system. There's story. There's character progression. The world is alive. Skirting a 10 rating.  Yes there are some ""legacy"" elements, but I'll gladly replay this again just with the minor permanent alterations",174430,,0.8381,positive,69,25,3
repairmanjack,10,nan,174430,,0,neutral,69,25,3
Violet_Iris,10,MB  Gloomhaven: Forgotten Circles (2019),174430,,-0.2263,negative,69,25,3
tilde72,10,nan,174430,,0,neutral,69,25,3
bwarner34,10,"Best dungeon crawler I've played, both in terms of storyline and in terms of the gameplay. The amount of content is incredible.",174430,,0.765,positive,69,25,3
olafpkyou,10,nan,174430,,0,neutral,69,25,3
thesumo5,10,"I may change this rating after more plays (but not by much), but this is about as perfect for me as a game gets.  I don't do a lot of 10s, this is a gem.",174430,,0.7715,positive,69,25,3
Tarkan,10,nan,174430,,0,neutral,69,25,3
Electric421,10,nan,174430,,0,neutral,69,25,3
Husky Seahawk,10,"The more I have played this game the more I seem to like it. The hand management makes the dungeon crawling and combat tense and satisfying. The character customization is excellent with tons of equipment, lots of cards to build your hand, and ways to adjust your combat deck. Battle goals provide variability to every scenario, and the career goals give you a sense of purpose. Since starting this campaign, I have spent every single day thinking about playing the next scenario.",174430,,0.8896,positive,69,25,3
j41c,10,nan,174430,,0,neutral,69,25,3
adjacentbeastman,10,nan,174430,,0,neutral,69,25,3
geobaldi5,10,"*Kickstarter Edition*  I'm going to go ahead and call it right now.  I feel this will be the top game of the year for 2017.  As of this note, four campaign missions have been played and the game is just getting better and better as you progress through it.  Really looking forward to seeing how the world, story, and characters flesh out over the massive campaign.",174430,,0.8957,positive,69,25,3
Firetracker,10,nan,174430,,0,neutral,69,25,3
Sassycat,10,"Absolutely ludicrous amount of content in the box, branching storyline, amazingly unique combat system, fascinatingly different classes, exciting and challenging sense of progression and a fantasy world that shies away from traditional tropes and strikes off on its own path.  Probably most telling of all, I have thought about this game every day since my first playthrough. I cannnot wait to play it again and again. Easy GotY contender, highly deserving of a 10 and I just love it.",174430,,0.7801,positive,69,25,3
MountainRoot,10,nan,174430,,0,neutral,69,25,3
dpbernath,10,Backed on Kickstarter  ,174430,,0.0258,neutral,69,25,3
Kyellan,10,"Gloomhaven has almost entirely consumed my gaming time. Its gameplay definitely favors its Eurogame roots, but it offers RPG growth/customization, story, and legacy consequences. There are many important decisions, both tactical and strategic. Four-player sessions can take a few hours, but we still sometimes play multiple scenarios in a day, when we have the time.",174430,,0.7684,positive,69,25,3
bwt2q,10,"Gloomhaven is, at the time I wrote this, the #1 ranked game on BGG.  I think the consistently high ratings are well deserved.  I have really enjoyed the 7.5 games I've played so far (we're mid-mission right now!).  Gloomhaven is, first and foremost, a kind of optimization puzzle that you solve with 1-3 of your friends.  It has received much criticism because the puzzle is mostly the same, which I think misses the point.  This an excellent puzzle, with a large number of truly meaningful decisions, and scenarios that have very finely honed difficulty.  It's like a book of Crosswords or Sodoku - if you don't like the puzzle, a whole book will seem boring.  But if you like the puzzle, then it's great.  I find the puzzle of Gloomhaven to be absolutely enthralling, and the scenarios do a great job, IMO, of mixing it up enough that I don't feel like I'm just rinse and repeating my way through the game.  YMMV.  If you're thinking about buying it, you should know that you can play the first scenario for FREE with any of the first 6 classes on Tabletopia.  See if you like the puzzle before sinking $100 into it.  Aside from the main game, Gloomhaven's scenarios and campaign are really a labor of love, and it shows throughout.  There are way more enemies here than there really need to be, but it sure is nice to not fight the same 6 enemies all the time.  The standees work well, and keep the game affordable, so I appreciate them even if I still want minis.  Likewise for the character classes - 17 is more variety than most people will ever see, but it's there for those who want to explore.  I love that you are supposed to play the game to unlock the classes.  Each individual class has an individual set of higher level cards that become accessible as they level up, plus individualized perks that make their modifier deck better.  The modifier deck is brilliant, by the way, and the way you can improve it is simple yet fantastic - one of the many ""little"" touches that makes Gloomhaven such an amazing creation.  Lastly, I want to mention that I am currently playing Gloomhaven with my kids, who are 11, 9, and 7.  My youngest definitely needs a lot of help figuring out what she wants to do.  I give the 9yo some advice each turn about general group strategy and he plays competently, although not always optimally.  My 11yo plays with zero advice (he wouldn't listen anyway), and plays very well.  It's been a great experience.",174430,,0.9989,positive,69,25,3
